userId,movieId,rating,timestamp
24814,6569,3.5,2007-06-26 09:07:46
39085,6365,4.0,2003-06-11 13:01:59
131053,4499,2.5,2003-07-22 19:18:12
16190,720,2.5,2004-07-13 14:02:40
60019,590,1.0,1996-08-12 20:23:44
22723,2915,3.0,1999-10-02 17:00:17
11549,4027,5.0,2001-02-16 20:21:06
120762,593,3.0,1996-08-19 14:40:14
80420,2657,5.0,2000-11-20 15:34:06
46470,2296,0.5,2008-11-13 16:58:14
7504,337,3.0,2001-09-23 18:24:53
64779,1441,4.0,2008-09-12 15:00:44
129288,2502,5.0,2008-10-29 16:07:29
18115,3698,0.5,2014-11-22 02:35:37
35050,4306,3.5,2012-06-24 01:46:08
61814,2135,2.0,2002-05-05 13:26:09
100712,5693,2.0,2002-10-14 01:30:05
117133,41997,3.0,2006-09-26 21:39:26
22697,2502,4.5,2008-12-13 23:26:30
19318,5349,3.0,2005-11-22 03:17:14
73382,942,4.5,2006-12-07 19:08:51
39873,80463,4.0,2011-11-13 12:01:54
115224,595,5.0,1996-06-04 12:23:55
6034,2006,3.0,2011-03-04 15:05:28
80920,7405,3.0,2004-05-12 13:16:22
61394,5193,3.0,2003-03-19 16:10:27
12838,6365,3.0,2014-04-13 01:26:31
123426,1235,3.5,2008-06-29 08:30:09
124162,1375,4.0,2002-08-04 21:49:32
117098,4224,1.5,2003-10-07 21:47:26
91356,1374,3.0,2007-01-17 05:47:30
92645,1240,4.0,2005-10-01 04:52:58
76272,2916,3.0,2006-12-13 06:57:26
49632,60072,3.5,2008-12-27 06:56:29
76629,54997,3.0,2012-04-12 05:08:05
128181,2247,4.0,2003-02-10 17:43:19
41131,30707,4.5,2005-02-21 19:12:26
79197,5679,2.5,2004-05-31 03:15:31
77525,4638,2.0,2005-01-16 12:46:23
136041,305,3.0,1996-10-06 17:05:55
49989,1772,1.0,1998-09-19 19:22:02
17495,2329,4.0,2000-11-26 05:02:01
75810,8965,4.0,2010-02-26 06:50:44
117560,1248,3.0,2003-03-22 11:15:00
73940,5303,4.0,2003-11-19 15:35:24
131081,1238,4.0,2000-11-21 20:35:07
115606,4002,3.0,2010-08-23 06:51:40
40879,2194,3.5,2010-11-03 17:56:43
86990,2019,4.5,2003-07-09 18:27:09
107720,2709,3.5,2003-06-10 21:03:12
108403,3681,4.5,2007-08-22 21:58:17
80361,8258,3.0,2006-08-07 12:34:16
77297,1135,4.0,2014-10-30 14:33:58
69756,3135,3.0,2001-11-22 06:11:01
26978,5316,5.0,2002-07-15 13:31:43
25510,179,3.0,1996-05-12 20:21:44
112203,1097,5.0,2005-10-18 03:09:54
36837,2078,4.0,2014-10-12 18:39:10
21737,1183,3.0,2007-06-02 04:08:10
122995,5434,4.0,2004-06-09 04:55:26
41504,88140,4.0,2013-09-27 03:02:48
62776,5445,3.0,2006-07-09 23:19:04
6034,19,2.5,2011-03-04 14:50:33
64690,648,2.5,2008-02-01 19:18:41
35962,3317,3.5,2005-03-26 04:17:05
94975,50872,4.0,2008-07-03 23:38:35
95849,2890,2.0,2011-02-08 15:51:32
107892,2797,3.5,2008-12-12 06:23:29
72139,1997,4.5,2012-10-02 10:26:18
65160,87,3.0,1996-09-16 14:53:51
40922,2599,2.5,2005-06-10 16:55:34
115225,6863,3.5,2005-03-22 16:23:50
11589,6957,5.0,2007-07-16 04:23:15
131531,1924,5.0,1998-08-08 18:24:12
122387,58803,3.0,2010-06-12 11:35:18
137426,34405,4.5,2012-09-08 08:27:34
102213,7762,4.0,2014-01-06 22:00:58
51927,2355,3.0,2002-06-17 18:47:01
25503,919,4.0,2009-11-19 20:36:18
108721,2004,2.0,2005-06-05 21:43:23
22408,1304,4.0,1999-05-25 12:55:44
39357,172,3.0,1996-06-22 14:53:27
131528,316,3.5,2009-01-24 18:28:38
61576,1193,4.0,2011-03-23 00:55:46
23371,2944,4.0,2001-09-11 11:09:28
870,2943,5.0,2000-07-03 08:03:42
69695,3418,4.0,2001-02-06 19:49:40
134977,5500,2.0,2002-09-16 22:30:34
38267,1913,4.0,2000-11-21 20:28:48
15386,1221,4.0,2000-03-18 19:15:35
38533,3578,5.0,2001-05-30 01:23:00
136056,56367,4.5,2008-01-09 05:20:35
125935,7,3.0,1997-01-11 13:07:45
88956,1246,3.5,2006-06-02 21:46:55
24602,2762,2.5,2011-10-07 08:14:40
41638,5944,3.0,2003-05-31 19:51:38
131896,3727,3.0,2002-06-22 21:34:11
56573,1172,5.0,2002-08-03 21:49:35
83949,3387,3.0,2005-06-30 01:49:14
44977,515,3.0,1997-01-15 23:52:02
52782,10,4.0,1996-09-16 08:33:31
70736,327,2.0,2007-04-01 12:50:39
1726,587,3.5,2004-07-14 18:41:05
64111,1198,4.0,2005-09-17 20:10:46
52551,1060,3.0,1997-06-30 23:43:16
98999,1900,4.0,2003-01-21 14:34:57
71871,2067,4.5,2005-02-25 20:01:36
118009,4361,3.0,2004-03-07 19:28:34
57458,30793,3.0,2006-12-30 02:17:11
2249,3201,4.0,2000-02-13 22:12:19
279,595,5.0,2012-02-08 00:33:53
104121,2378,4.0,2011-04-07 03:07:40
20372,6890,2.5,2012-11-19 10:29:06
78719,3742,4.0,2008-10-21 00:23:19
48568,5942,5.0,2003-06-02 13:06:21
34323,344,0.5,2005-01-10 19:14:28
114846,4011,5.0,2004-05-27 18:56:01
136181,1183,5.0,2000-11-20 08:32:38
137828,2125,4.5,2008-03-07 02:21:12
995,318,3.0,2007-06-30 09:14:19
4089,47124,4.0,2009-03-16 20:14:00
16398,6753,3.5,2004-08-29 18:09:08
52939,3088,4.0,2000-11-20 11:44:41
115620,6365,3.5,2003-12-12 04:53:21
88820,1969,2.0,2002-07-17 14:43:39
121425,1517,3.0,2000-08-08 20:28:38
5423,8874,4.0,2014-06-03 15:09:18
87856,44191,0.5,2006-11-30 20:29:37
25708,1247,4.5,2005-05-11 20:15:39
86716,2360,5.0,2014-03-07 01:17:30
91971,5464,4.5,2005-04-12 14:22:31
40918,912,4.0,2000-11-19 18:38:27
60207,2294,3.0,2004-05-29 20:57:20
80589,720,4.0,2002-10-19 02:40:44
70035,5349,3.5,2015-02-16 11:14:04
55804,1233,4.0,1998-02-22 21:27:57
123835,2490,1.5,2011-02-06 10:41:52
22106,2542,4.0,1999-03-26 07:48:08
49219,1732,2.5,2009-07-30 14:25:58
19781,1909,4.0,2002-02-12 00:32:38
3428,1721,2.0,2003-01-19 23:02:23
54822,1580,4.0,2010-11-30 09:34:34
32093,48516,5.0,2011-06-29 05:31:54
94827,1262,4.5,2011-09-24 06:07:43
69199,1213,5.0,2000-11-21 15:49:27
92791,3999,5.0,2002-10-06 01:26:48
5779,2151,1.0,2002-06-11 20:01:59
27617,1952,5.0,2009-11-04 11:30:09
42124,3916,3.0,2007-12-01 10:48:30
68367,2841,2.5,2008-07-29 18:18:19
74654,6539,2.5,2008-12-01 14:21:34
133329,551,4.5,2010-12-22 20:28:32
131054,2990,3.0,2013-07-07 12:36:20
77714,552,1.5,2009-09-04 08:40:24
120045,1917,4.5,2010-06-06 14:41:01
115754,1961,5.0,2004-08-21 06:03:04
90618,3114,4.0,2014-09-20 08:21:52
35162,2414,4.0,2001-08-10 04:17:16
107826,236,3.0,1996-11-11 13:22:33
8172,3296,4.0,2005-01-21 21:23:50
87754,1265,2.5,2011-08-28 03:56:54
38740,2160,4.0,2000-08-27 02:59:44
38070,48385,3.0,2007-12-11 17:18:39
58272,1213,4.0,2015-01-19 10:03:11
34564,442,3.0,1996-11-27 10:24:48
72834,8492,3.0,2005-04-17 11:07:02
98316,2858,4.5,2006-05-24 22:58:30
23627,1127,2.5,2004-09-15 17:48:12
121535,119145,1.5,2015-02-26 00:27:38
91197,2706,5.0,2011-08-28 04:32:40
125073,2289,5.0,1999-10-15 16:49:39
88450,904,3.0,2005-09-05 20:54:58
77506,6764,4.5,2004-03-30 20:03:23
52886,4369,3.5,2005-09-17 21:25:49
44729,588,3.0,1996-09-16 03:51:09
98419,7090,3.5,2010-07-29 00:11:33
32341,5128,2.5,2015-01-20 20:05:13
22595,1407,2.0,2005-10-19 08:48:39
99723,73,5.0,1996-08-05 11:34:49
13003,1270,4.0,2011-10-14 19:58:17
108355,858,3.5,2008-10-17 20:32:48
69064,60037,3.0,2012-12-09 12:13:43
48188,288,3.0,1996-05-09 13:59:31
110182,3623,2.5,2006-04-27 19:09:21
111218,3998,3.0,2002-11-15 03:08:01
71356,1259,5.0,2002-09-17 02:57:37
24747,492,3.0,1999-12-16 11:03:03
53967,8573,4.0,2006-07-14 17:50:49
53640,6793,4.0,2005-01-29 11:53:23
81701,3361,4.5,2004-12-26 19:25:09
99182,79,3.0,1997-06-09 22:19:46
38741,101,4.0,2012-05-22 03:14:02
88953,1302,4.0,2006-05-19 20:08:20
129961,5952,0.5,2008-02-07 23:14:33
59849,5349,4.0,2007-04-24 09:03:04
32137,1276,4.0,1999-10-05 18:10:26
42968,434,5.0,2000-04-11 04:38:47
94110,61024,3.0,2009-08-25 15:42:09
127630,2081,2.5,2005-04-02 08:41:07
131715,1722,3.0,2004-09-14 15:33:19
111974,597,3.0,2000-08-02 02:38:36
22347,2028,3.0,2013-04-10 15:52:54
79374,329,4.0,2005-06-26 17:11:36
89569,317,2.0,1996-06-23 15:56:31
58402,2028,4.0,2009-03-16 20:39:22
131165,2532,4.0,1999-12-13 19:43:21
137501,5134,4.0,2002-10-21 19:30:29
85523,3730,4.0,2012-09-22 19:41:27
49846,589,1.5,2008-09-14 16:24:54
35550,77540,2.5,2013-10-02 08:21:37
76437,4016,1.5,2008-09-11 19:08:33
118513,2021,5.0,1999-01-07 18:18:36
100214,786,2.5,2004-08-01 12:55:46
30620,2413,4.0,2004-01-25 20:59:16
58700,4788,4.0,2007-07-13 03:20:28
26515,1073,3.0,1996-10-09 07:18:42
36045,32587,3.0,2009-11-13 07:06:07
127303,73929,2.0,2010-08-29 21:56:01
74776,1244,4.0,1997-06-18 17:14:10
94821,7438,4.0,2004-05-26 05:42:33
38919,4995,5.0,2005-08-03 04:46:16
55726,4256,2.0,2002-03-10 01:45:16
47164,357,3.0,1996-06-07 11:24:55
107460,47,4.0,2002-02-21 21:08:30
104506,1394,5.0,2000-02-15 00:24:12
73257,1307,5.0,2003-01-14 00:37:38
28930,1250,5.0,2000-11-12 21:35:19
119786,5989,5.0,2003-03-28 13:57:07
44083,1379,3.0,1999-12-15 05:08:20
42935,1208,4.0,1998-08-14 21:23:24
64430,5463,4.0,2003-07-02 03:24:34
126750,1333,3.5,2005-10-18 02:51:21
53830,74624,2.0,2011-01-10 19:14:52
85244,106918,4.5,2014-04-20 10:13:17
14421,518,3.0,1999-12-22 02:03:18
22470,344,5.0,2000-11-20 08:59:10
103301,68135,3.0,2011-10-22 07:35:03
32196,2115,3.5,2006-03-22 04:48:09
119207,2001,4.0,2004-12-02 14:37:21
95789,4396,3.0,2003-03-23 14:44:32
14720,1257,3.0,1999-12-22 12:51:24
39836,6380,3.0,2005-03-22 08:22:23
74322,1777,3.5,2007-08-09 19:24:26
43917,271,3.0,1996-11-10 11:14:45
85620,5882,2.0,2004-10-07 16:44:58
124752,27773,3.0,2015-03-19 00:34:40
109173,56367,4.0,2008-02-13 04:36:21
111139,76093,4.0,2011-12-28 21:19:29
43925,2716,3.5,2005-05-19 14:53:37
135546,150,4.0,1998-07-23 12:30:00
30998,104374,3.0,2014-06-16 19:12:28
10008,1120,5.0,1997-04-23 10:24:47
114950,293,5.0,2012-04-14 10:52:01
126114,902,4.0,2000-05-25 00:09:13
136568,2701,2.0,2000-11-23 03:31:58
128224,153,3.0,2006-09-25 16:41:24
94515,1729,4.0,2009-08-04 22:31:17
48457,370,0.5,2006-12-31 17:40:34
103028,7317,3.0,2007-06-04 19:18:39
59530,344,2.0,1996-11-05 12:27:08
8008,3469,3.5,2006-11-21 17:49:18
85409,786,3.0,2007-09-21 03:23:58
56284,110102,3.0,2015-03-25 02:20:57
94016,3527,4.0,2000-04-22 02:01:37
19046,1946,3.0,2012-02-27 03:59:07
75600,378,3.0,1996-06-01 21:15:54
70878,5378,2.5,2005-03-22 20:16:29
124731,26005,4.0,2009-04-29 11:44:53
127486,2794,5.0,1999-12-29 17:55:16
119058,6377,4.0,2006-11-10 00:02:48
67182,68157,3.5,2011-01-21 04:03:35
33218,608,5.0,1997-04-03 22:18:52
40456,3528,5.0,2001-02-23 16:38:39
110657,1032,0.5,2012-02-15 02:40:48
45689,6155,3.5,2004-12-23 19:21:26
45319,380,3.0,2004-12-07 00:56:52
67117,1804,3.0,1999-10-01 23:04:05
16194,637,5.0,1997-04-25 10:57:52
132949,524,4.0,2005-04-11 06:21:58
48272,8784,3.0,2014-05-13 22:11:36
84133,185,3.0,1998-03-31 15:58:39
108308,41997,3.5,2007-05-30 16:49:40
133220,364,4.0,2008-02-19 19:44:03
115651,370,4.0,2006-11-13 02:45:58
86579,3409,3.0,2004-10-07 15:23:02
89202,3275,3.0,2007-05-06 02:43:49
99639,11,3.0,1996-06-14 01:59:52
43303,83525,5.0,2015-01-24 18:54:05
36059,2263,2.5,2006-05-23 17:44:11
70595,300,5.0,1998-07-30 21:15:24
45125,2474,4.0,2013-01-08 01:38:53
39257,1012,3.5,2009-06-04 20:59:26
126269,3770,5.0,2000-10-25 02:29:38
3907,45,3.0,2006-12-17 09:29:47
34344,1211,5.0,1998-02-17 11:30:17
117861,2003,3.5,2004-09-20 06:53:27
80808,3147,4.5,2004-09-03 03:35:15
14056,2527,4.0,1999-10-23 12:16:28
16701,5459,5.0,2007-11-07 10:29:32
74963,1396,5.0,1997-02-08 15:41:38
115222,2140,4.0,2010-01-13 00:34:07
107552,3984,4.0,2003-07-26 08:04:33
28611,8158,4.0,2005-04-25 18:02:04
55940,66785,4.5,2009-06-10 14:32:46
24604,56757,4.5,2008-11-03 10:44:00
59873,5935,0.5,2007-03-14 16:15:49
76289,1240,4.0,2000-08-02 04:54:13
35861,2772,4.0,2000-11-25 18:40:45
2349,2049,5.0,2007-10-05 21:03:25
108913,4370,4.0,2011-08-30 05:42:51
37249,594,3.5,2007-03-21 06:56:50
108362,44199,4.0,2009-09-07 01:40:16
42650,3362,4.5,2011-06-03 01:00:30
32212,2908,5.0,2001-12-05 20:39:48
109882,1199,3.5,2007-06-14 21:19:24
128591,2174,4.0,1999-10-02 19:15:09
114722,169,1.5,2007-10-26 16:02:49
91390,784,0.5,2005-01-23 14:35:58
1507,3087,2.5,2006-02-21 08:10:20
86748,1042,5.0,2011-04-08 15:56:07
25599,5902,4.0,2004-12-07 00:12:02
130653,920,3.0,2001-12-21 03:22:23
106041,2138,2.0,2009-12-01 14:37:46
105059,733,3.5,2007-05-02 21:27:45
93669,69685,4.0,2014-12-22 23:02:52
102889,50872,4.5,2009-01-25 17:36:18
78300,2683,4.0,2000-08-07 03:16:57
112283,3361,3.0,2000-10-26 14:07:42
37145,902,4.0,2012-01-02 23:36:30
16236,4776,3.5,2005-12-14 16:52:51
121042,3186,3.0,2001-06-21 17:53:17
133864,832,3.0,1997-04-26 11:59:26
138025,3300,3.0,2009-07-31 20:19:57
7298,5617,4.0,2005-03-22 06:23:41
71840,724,3.0,1997-06-15 17:39:19
71467,4367,3.0,2005-01-31 09:20:32
68222,339,3.0,2005-10-27 07:54:21
57953,1885,3.0,1999-12-05 19:54:58
63266,3254,2.0,2005-08-18 15:46:25
37680,2174,4.0,1999-12-26 11:18:43
77343,2881,3.0,2000-11-20 04:10:34
67019,4009,4.5,2005-08-28 13:07:57
49604,58293,1.5,2009-08-05 22:08:11
42933,1080,4.5,2004-08-29 22:21:53
55391,6711,3.5,2004-04-25 13:47:08
43223,1079,3.0,2005-05-04 19:22:08
117680,249,4.0,2003-01-14 04:15:32
87980,694,3.0,1997-01-16 22:41:20
32903,316,5.0,1996-08-16 04:44:33
126527,46976,4.5,2008-09-07 04:43:57
117193,45,3.0,1996-05-06 19:45:53
27215,6373,3.0,2010-09-17 02:50:04
129910,4034,4.0,2002-06-10 22:02:22
26055,1272,3.5,2012-07-02 17:42:22
120941,7151,2.0,2012-05-26 05:40:31
36017,1208,5.0,2000-03-04 03:16:39
108041,58559,4.5,2012-01-05 19:55:51
72496,3439,4.0,2002-12-10 16:28:18
125613,549,3.0,2000-11-06 21:18:03
65401,4621,1.5,2003-05-17 12:09:51
135880,1580,3.0,2015-01-01 21:41:35
55368,2355,3.0,2010-06-19 12:24:43
5458,10,3.0,1996-08-20 17:03:34
94484,837,4.0,2008-05-21 17:10:53
91425,1019,3.0,1996-10-01 22:36:43
23316,3101,4.5,2005-09-04 23:10:49
9209,1,4.0,2005-08-28 00:06:09
9790,3608,4.0,2001-08-01 01:14:44
8791,6016,3.5,2011-06-26 06:35:06
37287,3098,4.5,2008-08-12 13:13:21
58116,2987,5.0,2014-12-24 04:06:04
102241,457,4.0,2012-07-15 22:49:35
94302,2858,4.0,2003-12-28 00:05:37
56718,41566,3.0,2013-10-16 15:32:31
133848,45722,4.5,2007-06-10 21:58:24
67914,852,3.0,1999-12-13 01:31:21
38936,2478,3.0,2009-11-21 07:37:34
111087,4995,4.0,2007-11-20 22:55:56
81970,1663,4.5,2004-02-08 00:26:24
80585,7153,5.0,2015-03-16 13:15:11
34651,8808,3.5,2005-01-09 06:25:58
114270,54272,4.0,2008-12-16 04:49:10
2381,708,4.0,2001-06-07 04:33:02
67658,2753,4.0,2003-03-25 19:13:18
54603,1274,2.0,2000-06-30 01:18:32
85215,1029,4.0,2013-09-08 17:22:05
76079,3174,4.0,2005-07-19 08:44:16
125560,928,3.0,1997-06-11 15:16:35
9087,904,4.0,2005-05-23 04:23:20
43599,4056,4.0,2009-11-05 21:51:02
24039,2761,4.0,2002-04-24 21:17:45
79578,588,4.0,1998-06-25 07:30:39
138093,256,2.0,2000-07-31 15:58:42
96224,5949,5.0,2007-02-16 05:50:19
133867,56782,4.5,2015-02-05 08:01:29
124223,592,3.0,1996-09-15 11:07:25
118205,34767,3.0,2006-11-23 21:46:50
92071,6762,5.0,2009-06-12 19:36:59
77587,784,3.0,1997-01-21 17:46:59
46395,59369,3.0,2014-12-11 10:25:05
79147,368,2.0,1996-12-08 19:13:37
51894,3067,5.0,2011-08-12 11:00:26
72290,1919,5.0,1999-11-19 20:27:44
104290,2405,3.0,2006-08-22 08:06:49
2821,45499,3.5,2006-06-07 02:58:37
111632,18,3.0,1998-08-13 13:50:45
39401,2294,3.5,2004-11-19 16:40:15
106712,110611,4.0,2014-09-29 12:36:21
123606,3735,4.0,2000-12-08 20:24:41
15208,1479,3.0,2006-07-10 22:11:55
112019,54256,3.5,2008-02-04 05:39:25
10678,2428,4.0,2008-08-10 18:59:27
133872,4901,4.0,2006-06-01 23:55:40
87529,27803,3.5,2011-05-08 19:29:25
137552,2064,3.0,2008-04-30 08:46:22
135765,7346,2.0,2013-04-13 13:16:30
51075,34072,3.5,2005-11-28 19:38:39
26867,3309,4.0,2008-11-19 02:20:58
6021,3004,2.0,2000-11-30 19:34:17
27231,2997,5.0,2000-03-02 20:34:37
84220,1610,4.0,2001-11-11 15:59:33
104911,3685,3.0,2000-08-29 22:19:49
62887,722,5.0,1999-12-26 22:25:57
49642,4022,2.5,2006-07-10 23:45:41
120670,1,5.0,2012-07-29 21:18:50
31107,1179,4.0,2001-09-21 22:36:29
1454,6863,3.5,2007-02-07 11:33:53
84075,180,4.5,2005-04-05 02:02:01
130715,5146,3.5,2004-09-22 21:37:54
7252,218,3.0,1996-09-17 11:18:23
95405,3422,2.0,2001-07-06 02:41:04
133133,380,3.5,2006-09-05 17:50:56
129206,2797,3.5,2008-08-12 01:33:05
90968,2488,4.0,2004-09-01 05:29:32
111777,8711,4.0,2005-06-03 03:32:59
60272,1704,3.5,2004-03-09 13:20:54
8366,2716,5.0,2000-07-04 02:02:04
67417,2371,2.0,1999-11-17 05:14:35
105021,590,5.0,1996-08-18 09:30:43
